DamName,DamType,Province,DamLink,DamDescription
南水水电站,注册电站11座,广东省,http://www.dam.com.cn/damView/view.jsp?id=1020,"<td class=""nr3"" align=""left""><p></p>
<p>    南水水电站位于广东省乳源瑶族自治县东坪镇（原龙南镇）鸡公岐附近的南水河。坝址以上控制流域面积608km<sup>2</sup>，水库总库容12.805亿m<sup>3</sup>，属于多年调节水库。电站是一座以发电为主，结合改善防洪和灌溉等综合利用的枢纽工程，原设计总装机容量为75MW（3×25MW），后期增容改造后总装容量为102MW（1×32.4+2×34.8MW）。枢纽主要由粘土斜墙堆石坝、泄洪洞、发电引水隧洞、地下厂房、变电站等主要建筑物所组成。工程等别为一等大（1）型，大坝、泄洪洞建筑物为1级，引水隧洞和发电厂房为2级建筑物。大坝洪水标准为1000年一遇洪水设计，10000年一遇洪水校核，1975年8月河南发生特大洪水以后，按《水利水电枢纽工程等级划分设计标准》（SDT12－78），南水水库大坝洪水校核标准提高至10000年一遇加20%保证值。水库正常蓄水位220.00m，设计洪水位222.50m，校核洪水位225.90m，死水位197.00m，原汛期限制水位220.00m，实际运行调度采用215.50m，汛期为4月15日～10月15日。</p>
<p>    南水大坝为粘土斜墙堆石坝，原设计坝顶高程222.50m，防浪墙高1.1m，坝顶长度215m，坝顶宽6m，最大坝高80.2m。1989年大坝加高后的坝顶高程为225.90m，防浪墙高1.7m，防浪墙顶高程为227.60m，最大坝高81.3m。大坝采用定向爆破加以人工整理（加高、加厚和加设粘土斜墙）而成，其中爆破堆石体上下游坡度为1:3.5～1:4.5；人工堆石体坡度不低于1:1.6。斜墙体土料为南方高塑性土料，厚度为各部水头的1/6，最大处厚度约15m；斜墙与堆石体之间铺设反滤层，总厚度为0.9m；斜墙面设混凝土板保护，厚度为0.15m。</p>
<p>    泄洪洞位于大坝的左岸，是利用原施工导流洞改建而成，为深水有压式，直径5.4m，洞长688.611m，原设计最大泄流量为436m<sup>3</sup>/s。进口底槛高程为170.00m，设有深孔平板定轮事故闸门；隧洞中间布置弧形工作闸门，出口采用挑流消能。2002年12月至2003年5月，完成了进、出口闸门和挑流鼻坎的改造以及泄洪隧洞出口段的钢衬加固处理，加固后泄洪洞最大下泄流量为420.5m<sup>3</sup>/s。</p>
<p>    坝址位于鸡公歧峡谷，河道狭窄，河谷水面宽度约15m～30m，河谷高程为145m左右。河谷呈V形，两岸山坡坡度约45°～50°。右岸较陡，山顶距河底高度约260m；左岸坡度较缓，山顶距河底高度约160m。坝基为中下泥盆系滨海相碎屑沉积岩，两岸岩层呈夹状或互层。两岸山坡表面的覆盖层有0.5m～1m，坝基基岩为石英砂岩、含砾石英砂岩、粉砂岩和页岩，强风化的深度一般达5m～10m。断层裂隙十分发育，大小断层达150条左右，其方向主要为北西和北东向，倾角都在50°以上；裂缝产状与断层基本一致，以闭合为主。顺层错动也比较发育，破碎带的宽度一般在10cm～30cm。坝址区的地下水主要为裂隙水，埋藏深度在两岸约为15m～45m。坝基两岸的透水性，其深度在25m～30m以内约为0.25L／min.m.m，超过此深度约为0.015L／min.m.m。</p>
<p>    工程于1958年 8月动工兴建，1969年2月13日下闸蓄水，1970年4月19日第一台机组并网发电，1971年7月31日第三台机组发电。</p></td>"
惠州抽水蓄能电站,注册电站11座,广东省,http://www.dam.com.cn/damView/view.jsp?id=1421,No description
广州蓄能电站,注册电站11座,广东省,http://www.dam.com.cn/damView/view.jsp?id=1154,"<td class=""nr3"" align=""left""><p>　　广州蓄能水电厂位于广州市北东方向的从化吕田镇南约7公里，地处南昆山脉北侧，下库距105国道约5公里，交通甚为方便。上水库位于召大水上游的陈禾洞盆地，下库位于九曲水上游的小杉盆地。上库校核库容2608万方，下库校核库容2832万方。九曲水和召大水同属流溪河流域上游牛栏河支流。地理位置为东经113?52?－113?53?，北纬23?44?－23?48?。上下水库地处高山林区，坡面陡峻，林木茂密，植被良好。广州蓄能水电厂枢纽主要有上下水库、两个地下厂房和约30公里的地下通道构成，十分宏伟壮观，电站总投资约60亿元人民币。地下厂房装有引进法国、德国的8台单机容量为30万千瓦的可逆式水泵水轮机组，总转机容量240万千瓦，局世界第一。电厂采用智能型计算机监控系统，厂房实行无人值班，机组开停可在广州、香港遥控。高科技、现代化程度达到世界一流水平。电站一期工程于1989年5月动工，1994年3月竣工，二期于1994年9月动工，2000年3月竣工。 </p></td>"
枫树坝水电站,注册电站11座,广东省,http://www.dam.com.cn/damView/view.jsp?id=1019,"<td class=""nr3"" align=""left""><p>　　枫树坝水电站位于珠江水系东江干流上游广东省龙川县赤光镇梅光村附近的峡谷处，距龙川县城老隆镇约64km。电站以航运、发电为主，综合防洪等综合利用效益。水库为不完全年调节水库，总库容19.32亿m<sup>3</sup>，正常蓄水位166.0m，设计洪水位171.8m，校核洪水位172.7m，死水位128.0m。电站总装机容量180MW。</p>
<p>      电站枢纽主要建筑物包括大坝、厂房、引水钢管、放水管和变电站等。大坝为混凝土宽缝重力坝，坝顶高程173.3m，最大坝高95.3m，坝顶长400m。大坝共分为24个坝段，其中0~1#坝段和18~23#坝段为实体重力坝，5~7#坝段为空腹重力坝，其余坝段均为宽缝重力坝。大坝泄洪设施包括坝身溢洪道和放水管。坝身溢洪道布置在5~11#坝段，共6孔溢洪道，每孔装有13.0m×13.2m（宽×高）弧形闸门，挑流鼻坎消能。堰顶高程158.4m，鼻坎高程115m，最大下泄流量为8540m<sup>3</sup>/s。两条放水管布置在12#坝段和13#坝段，直径4.2m，由锥形阀控制。</p>
<p>      工程于1970年8月1日正式兴建，1973年9月10日大坝下闸蓄水，1号、2号机组分别于1973年12月26日和1974年11月29日正式投产发电，1975年底主体工程建成，1983年8月18日正式通过竣工验收。</p></td>"
流溪河水电站,注册电站11座,广东省,http://www.dam.com.cn/damView/view.jsp?id=1021,"<td class=""nr3"" align=""left""><p>      流溪河水电站位于广东省从化市境内小车村下游1.3Km峡谷处，距广州市90km。工程以发电为主，兼顾灌溉、防洪等综合利用。水库控制流域面积539km2，总库容3.782亿m3，属不完全多年调节水库。水库正常高水位235.00m，设计洪水位237.60m，校核洪水位238.45m，死水位213.00m。电站装机4台，总装机容量48MW，设计多年平均发电量1.54亿Kw·h。</p>
<p>      水电站枢纽由拦河坝、地下厂房、发电引水系统和泄洪隧洞等组成。拦河拱坝为混凝土双曲拱坝、最大坝高78m，坝顶高程240m，坝顶弧长255.50m，坝顶宽度2m。坝体分为21个坝段，每个坝段长12m。拱坝坝顶溢洪道为开场式自由溢流，共7孔，采用3孔高4孔低差动式鼻坎空中对冲挑流消能，溢流堰顶高程235m，溢流宽度为80.5m（7×11.5m），最大下泄流量987m<sup>3</sup>/s。泄洪隧洞位于右岸，为无压式隧洞，最大下泄流量1070m<sup>3</sup>/s。隧洞由一扇平板钢闸门控制，一台固定式卷扬机启闭。水库上游右岸山坳缺口筑一土坝（为本工程的副坝），坝型为均质粘土坝，坝顶高程241.70m，最大坝高29.7m，坝顶宽度4m，坝轴长度220m。</p>
<p>      工程于1956年8月动工兴建，1958年6月20日下闸蓄水，1958年8月第一台机组投产发电，1959年1月全面竣工。</p></td>"
长潭水电站,注册电站11座,广东省,http://www.dam.com.cn/damView/view.jsp?id=1023,"<td class=""nr3"" align=""left""><p>      长潭水电站大坝位于广东省蕉岭市西北约6公里石窟河的峡谷中，装机容量4×1.5万千瓦，年发电量1.54亿度，是一项以发电为主，并有防洪、灌溉、航运等综合效益的水电工程。坝址以上控制流量面积2001平方公里，多年平均降雨量1646mm。长潭水库防洪标准按百年一遇洪水设计，万年一遇洪水校核，水库总库容1.72亿立方米，正常蓄水位148.0m。</p>
<p>　　长潭水电站枢纽工程由拦河坝、坝内式厂房及开敞式变电站等组成。拦河坝为混凝土空腹重力坝，最大坝高71.3m，坝顶高程156.30m，总长205.5m，坝顶宽度6.05m。沿坝轴线自右至左分为15坝段，各段宽13~15m不等，溢流道位置在靠左侧4#~9#坝段，设置5孔8×13.6m开敞式弧形门，并设一扇由两节组成8×9.2m平面检修闸门。</p>
<p>　　工程于1978年3月开工，1987年1月8日下闸蓄水，同年4月26日第一台机组发电。第二、三、四号机组亦于同年5月4日、12月30日、31日相继发电，1991年3月工程竣工验收。</p></td>"
长湖水电站,注册电站11座,广东省,http://www.dam.com.cn/damView/view.jsp?id=1022,"<td class=""nr3"" align=""left""><p>      长湖水电站位于广东省英德市境内北江支流滃江下游，距北江汇合口9km。工程以发电为主，兼顾灌溉、防洪、航运等综合利用的水利枢纽工程，水库控制流域面积4800km2，总库容1.55亿m<sup>3</sup>，属日调节水库。工程为2等工程，大坝为2级建筑物。正常高水位62.00m，设计洪水位62.80m，校核洪水位65.62m，死水位53.00m。电站装机2台，1<sup>#</sup>机容量36MW，2<sup>#</sup>机容量40MW，总装机容量76MW。</p>
<p>      电站枢纽建筑物主要有拦河坝、溢洪道、引水隧洞、地下厂房、开关站和垂直过坝通航设施。拦河坝为混凝土宽缝砂腔重力坝，坝顶高程66.00m，最大坝高54m，坝顶长181m，坝顶宽7m。坝体共分12个坝段，其中河床3<sup>#</sup>~8<sup>#</sup>坝段为溢流坝段，其余为挡水坝段。溢流堰顶高程49.00m，总溢流宽度65m，采用面流式消能，校核洪水位时总的最大下泄流量为9550m<sup>3</sup>/s，每孔安装13m×13.2m弧形钢闸门，5孔溢流道共用1个钢结构叠梁式闸门作为检修闸门。两条引水隧洞和地下厂房布置在左岸，单机最大发电过水流量为153m/s。垂直过坝通航设施布置在3<sup>#</sup>~4<sup>#</sup>坝段，在2<sup>#</sup>坝段设有灌溉放水涵洞，灌溉流量为4.6m<sup>3</sup>/s。</p>
<p>      工程于1969年12月动工兴建，1972年11月下闸蓄水，1973年3月2号机投产发电，1974年6月1号机投产发电，1982年5月工程通过竣工验收。</p></td>"
江垭水电站,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=1764,No description
蟒塘溪水电站,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=1472,No description
贺龙水电站,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=1163,"<td class=""nr3"" align=""left""><p>      贺龙水电站位于张家界市桑植县澧水上游干流的鱼潭口，距桑植县城北6km，是澧水流域规划梯级电站中的第二级。桑植县是贺龙元帅的故乡，为了纪念已故的贺龙元帅，桑植县人民将这个桑植县目前最大的水电站命名为“贺龙水电站”，原全国人大常委会副委员长廖汉生亲笔题写了站名。贺龙水电站坝址以上流域面积2470km<sup>2</sup>，多年平均流量97m<sup>3</sup>/s，多年平均径流量30.6亿m<sup>3</sup>。校核洪水位294.15m，设计洪水位290.58m，水库总库容7024万m<sup>3</sup>，正常蓄水位288.00m，死水位268.00m，属日调节水库。电站装机3台，总装机容量24MW，年评价发电量1.04亿kW·h。</p>
<p>      电站枢纽由混凝土单曲拱坝、左岸引水式地面厂房和右岸放空洞等组成。混凝土单曲拱坝最大坝高47.2m，坝顶轴长160.58m，从左岸到右岸共分8个坝段，各坝段宽度为15.50~19.50m。坝顶布置开敞式溢洪道，设有10个溢流表孔，堰顶高程为279.00m，每孔净宽10m。溢洪道出口设有10扇10m×9.3m（宽×高）的弧形闸门。坝顶建有弧门启闭机工作桥和公路桥，公路桥面宽8m，启闭机室内安装10台QHQ2×225kN固定式启闭机。放空洞设于右岸，是由导流隧洞改建而成，主要作用是放空水库兼顾冲沙，放空洞在库水位279.0m以下运行，主要建筑物由塔式进水口和隧洞两部分组成。引水系统布置在河床左岸，采用一洞三机式，主要建筑物包括塔式进水口、引水隧洞和压力钢管三部分。</p>
<p>      工程于1992年10月1日开工，1997年3月17日下闸蓄水，同年4月18日至6月18日，3台机组陆续投产发电，1997年底竣工。</p></td>"
长沙湘江航电枢纽,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=2292,No description
涔天河扩建水电站,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=1772,No description
大源渡航电枢纽,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=1773,No description
白云水电站,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=1439,"<td class=""nr3"" align=""left""><p>    白云水电站位于湖南省城步县，距县城5km，位于巫水上游的峡谷中，是沅水的一级支流——巫水的龙头水库电站。电站总装机54MW，装有3台单机18MW的水轮发电机组。坝址以上控制流域面积556km<sup>2</sup>，水库正常蓄水位540.0m，水库总库容3.6亿m<sup>3</sup>，为多年调节水库。枢纽工程由大坝、泄洪隧洞、发电引水隧洞、发电厂房与开关站等四部分组成，属大Ⅱ型工程。大坝和隧洞按二级建筑物设计，设计洪水标准按100年一遇洪水设计，2000年一遇洪水校核。</p>
<p>    大坝为钢筋砼面板碾压堆石坝，坝高120 m，坝轴线长度198.8m。坝基岩层为砂岩，坝体上下游边坡均为1：1.4，防渗的砼面板通过趾板与灌浆帷幕相连。泄洪隧洞位于左岸山体，施工期其下游参与导流。隧洞龙抬头堰顶高程525.0m，用两扇6×8（宽×高）的弧形闸门控制，最大泄洪能力1430m<sup>3</sup>/s（当水位为546.3m时）。</p>
<p>    大坝主体工程于1992年开工，1998年12月下闸蓄水。水库蓄水后至2008年5月前大坝渗漏观测值在110 L/S 以内。自2008年5月至2012年10月四年多时间，渗漏量由110 L/S增大至1240 L/S，渗漏呈快速发展态势。2011年10月中国国电集团公司以生【2011】105号文批准白云水库大坝渗漏综合治理工程立项，并列入技改计划。2013 年汛前在不放空水库的情况下，采取水下应急处理措施。大坝渗漏治理工程于2014年7月开工，12月5日放空水库，2015年4月4日下闸蓄水，6月底工程全部完工。8月13日由国电湖南公司筹备组组织完工验收，工程移交并投入使用。</p>
<p> </p></td>"
白渔潭水电站,水利口管辖电站15座,湖南省,http://www.dam.com.cn/damView/view.jsp?id=1016,"<td class=""nr3"" align=""left""><p>      白渔潭水电站位于衡阳市东北郊，在湘江一级支流耒水下游，距耒水河口15.7km。白渔潭水电站坝址控制流域面积11170km<sup>2</sup>，坝址多年平均流量310m<sup>3</sup>/s，河流常水位52.0m。电站水库正常蓄水位58.0m，死水位57.0m，50年一遇设计洪水位64.36m，500年一遇校核洪水位65.95m，总库容2.60亿m<sup>3</sup>。电站总装机容量2.05万kw，多年平均年发电量1.06亿kw·h。</p>
<p>      白渔潭水电站枢纽建筑物由溢流坝、厂坝导墙、非溢流坝（引水坝段）、刺墙、主副厂房、开关站、船闸、溢洪道一级右岸防洪堤等组成。溢流坝为7孔无闸门控制的溢流堰，堰顶高程58.0m，中部孔口宽度25.10m，左边孔宽24.80m，右边孔宽24.85m；厂坝导墙位于溢流坝右侧，顶部高程65.5m，宽8.0m；非溢流坝位于厂坝导墙右侧，坝段总长93.72m，坝顶高程65.5m。坝段内共埋置8根4×4.6m（宽×高）的矩形钢筋混凝土输水管；刺墙位于非溢流坝右侧，长26m，是非溢流坝与岸坡的连接建筑物；溢洪道布置在左岸石湾冲垭口处，泄洪闸位于明渠中部，为4孔泄洪闸，闸底板高程56.0m。</p>
<p>      电站于1958年12月2日正式动工，1960年10月1日第一台机组投产发电，1961年4月土建工程基本竣工，1984年元月该水电站开始枢纽完善化的建设，2002年4月完善化建设完成。</p>
<p>  </p></td>"
